idno;netustm;ppltrst;vote;prtvtddk;lvpntyr;tygrtr;gndr;yrbrn;edlvddk;eduyrs;wkhct;wkhtot;grspnum;frlgrsp;inwtm
111840;480,0;6;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1980;50;Female;1963;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;13;37;37;30000;9999999;58,0
111862;180,0;2;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1965;60;Female;1949;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;4;30;30;9999999;9999999;64,0
111928;30,0;Most people can be trusted;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1989;67;Male;1969;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;16;NA;50;9999999;9999999;82,0
111930;90,0;9;Yes;Socialdemokratiet - The Social democrats;1976;50;Female;1959;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;3;31;33;26000;29000;69,0
111938;90,0;8;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1945;50;Female;1929;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;7;40;42;9999999;9999999;79,0
111956;120,0;8;Yes;NA;1976;67;Female;1960;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;NA;37;37;9999999;9999999;53,0
111969;180,0;5;No;NA;2009;NA;Female;1990;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;17;40;45;9999999;9999999;85,0
111988;540,0;7;Yes;Socialdemokratiet - The Social democrats;1979;60;Female;1960;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;14;37;40;35300;38000;59,0
112061;30,0;7;Yes;Kristendemokraterne - Christian Democrats;1959;NA;Female;1939;NA;NA;NA;NA;9999999;9999999;26,0
112077;NA,0;9;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1988;62;Female;1969;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;19;27;27;34000;9999999;83,0
112126;300,0;9;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1987;67;Male;1968;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;17;55;55;55000;9999999;63,0
112127;15,0;7;Yes;Alternativet - The Alternative;1979;Never too young;Female;1959;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;37;37;37000;9999999;61,0
112157;420,0;5;No;NA;Still in parental home, never left 2 months;52;Female;2002;Folkeskole 9.-10. klasse;0;11;11;10000;9999999;52,0
112183;150,0;7;Not eligible to vote;NA;Still in parental home, never left 2 months;NA;Male;2003;NA;NA;NA;NA;9999999;9999999;61,0
112199;60,0;8;Yes;Det Radikale Venstre - The Radical Liberal Party;1966;50;Male;1949;Licentiat;23;37;45;9999999;9999999;51,0
112290;NA,0;5;Yes;Socialdemokratiet - The Social democrats;1990;35;Male;1962;Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann;14;37;42;9999999;9999999;56,0
112396;NA,0;Most people can be trusted;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1968;Never too young;Female;1948;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;37;37;9999999;9999999;92,0
112403;40,0;7;Yes;Socialdemokratiet - The Social democrats;1965;60;Male;1944;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;16;37;50;9999999;9999999;68,0
112426;15,0;5;Yes;Alternativet - The Alternative;1960;55;Female;1938;Universitetsbachelor. 1. del af kandidatuddannelse;20;37;37;9999999;9999999;59,0
112444;20,0;8;Yes;Socialdemokratiet - The Social democrats;1986;NA;Male;1966;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;12;37;37;9999999;9999999;79,0
112460;NA,0;5;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1964;65;Female;1941;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;12;20;20;9999999;9999999;50,0
112480;120,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1972;50;Male;1952;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;12;37;37;9999999;9999999;55,0
112544;180,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1991;88;Female;1975;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;19;37;20;30000;9999999;51,0
112576;25,0;7;Yes;Socialdemokratiet - The Social democrats;1977;59;Male;1957;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;13;37;50;25000;9999999;59,0
112626;120,0;5;Yes;Socialdemokratiet - The Social democrats;1988;40;Female;1969;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;7;37;40;34000;9999999;58,0
112633;90,0;6;Yes;Dansk Folkeparti - Danish People's Party;1986;67;Male;1964;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;16;34;36;5000000;9999999;67,0
112721;240,0;8;Yes;Dansk Folkeparti - Danish People's Party;1988;60;Female;1966;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;21;NA;45;9999999;9999999;64,0
112768;NA,0;8;No;NA;1973;64;Male;1952;Folkeskole 6.-8. klasse;8;37;37;9999999;9999999;59,0
112775;120,0;7;Yes;Det Radikale Venstre - The Radical Liberal Party;1977;60;Male;1952;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;20;40;40;9999999;9999999;60,0
112805;240,0;7;Yes;Det Konservative Folkeparti - Conservative People's Party;2011;65;Male;1991;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;37;32000;9999999;60,0
112833;120,0;6;Not eligible to vote;NA;1990;40;Female;1972;Folkeskole 9.-10. klasse;9;25;25;9999999;8;112,0
112839;15,0;4;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1978;69;Female;1955;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;15;15;23000;9999999;48,0
112852;240,0;Most people can be trusted;Yes;Socialdemokratiet - The Social democrats;1983;67;Female;1966;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;17;37;37;20000;25000;68,0
112860;540,0;7;Yes;Liberal Alliance - Liberal Alliance;1976;60;Female;1957;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;30;40;29000;31000;43,0
112877;120,0;7;Yes;Dansk Folkeparti - Danish People's Party;1959;60;Female;1945;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;15;30;20;9999999;9999999;80,0
112898;61,0;7;Yes;Socialdemokratiet - The Social democrats;1960;50;Male;1943;Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann;8;5;5;9999999;9999999;51,0
113034;NA,0;5;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;2017;NA;Female;1995;Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann;10;NA;NA;9999999;9999999;36,0
113088;90,0;6;Yes;Dansk Folkeparti - Danish People's Party;1966;50;Female;1948;Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann;3;37;37;9999999;9999999;58,0
113150;120,0;5;Yes;Socialdemokratiet - The Social democrats;1962;55;Male;1947;Folkeskole 6.-8. klasse;8;37;40;9999999;9999999;54,0
113194;540,0;8;Yes;Dansk Folkeparti - Danish People's Party;1983;65;Female;1964;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;13;37;37;25000;28000;46,0
113235;120,0;4;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1980;NA;Male;1963;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;13;37;37;9999999;9999999;81,0
113259;244,0;7;Yes;Other;2018;65;Female;1993;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;18;NA;NA;9999999;9999999;47,0
113286;60,0;4;Yes;NA;1955;60;Female;1939;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;4;20;20;9999999;9999999;59,0
113376;120,0;Most people can be trusted;Not eligible to vote;NA;2017;Never too young;Male;1999;Folkeskole 9.-10. klasse;10;37;37;11000;9999999;53,0
113401;510,0;9;Yes;Enhedslisten - Unity List - The Red-Green Alliance;Still in parental home, never left 2 months;45;Male;1992;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;NA;25;4000;9999999;59,0
113475;90,0;9;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1996;65;Female;1977;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;18;37;37;47000;45000;54,0
113518;0,0;8;Yes;NA;2006;65;Female;1985;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;NA;37;37;21000;28000;44,0
113599;NA,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1979;60;Female;1962;Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann;4;20;20;32000;9999999;56,0
113687;30,0;8;Yes;NA;1972;NA;Male;1951;Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann;13;37;37;9999999;9999999;89,0
113692;60,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1963;64;Female;1944;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;13;37;45;9999999;9999999;55,0
113701;60,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1979;59;Female;1956;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;16;32;32;9999999;9999999;70,0
113709;180,0;8;Yes;Alternativet - The Alternative;1965;65;Male;1947;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;17;37;45;28000;9999999;74,0
113809;480,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1960;60;Male;1943;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;37;60;9999999;9999999;51,0
113822;315,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1991;18;Male;1972;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;4;37;42;33000;9999999;56,0
113851;NA,0;6;Yes;Dansk Folkeparti - Danish People's Party;1960;60;Male;1940;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;12;18;23;50000;9999999;75,0
113917;NA,0;6;Yes;Dansk Folkeparti - Danish People's Party;1973;65;Male;1948;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;37;45;9999999;9999999;68,0
114074;90,0;7;Yes;Socialdemokratiet - The Social democrats;1985;60;Male;1967;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;12;37;50;8700;9999999;72,0
114082;NA,0;9;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1951;NA;Female;1931;Folkeskole 6.-8. klasse;0;NA;NA;9999999;9999999;81,0
114086;480,0;9;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1996;Never too young;Male;1977;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;18;37;35;33000;9999999;46,0
114096;484,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1989;67;Male;1966;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;15;NA;50;360000;9999999;46,0
114155;90,0;Most people can be trusted;Yes;Socialdemokratiet - The Social democrats;1975;60;Female;1955;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;15;37;45;9999999;9999999;83,0
114160;183,0;8;Not eligible to vote;NA;Still in parental home, never left 2 months;5;Female;1997;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;14;37;37;18000;18000;84,0
114169;120,0;9;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1989;40;Female;1970;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;19;37;40;38000;9999999;52,0
114207;30,0;8;Not eligible to vote;NA;1964;25;Female;1945;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;9;10;10;9999999;9999999;73,0
114211;240,0;6;Yes;Socialdemokratiet - The Social democrats;1973;62;Male;1953;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;20;37;50;1000000;1200000;45,0
114217;660,0;4;Not eligible to vote;NA;Still in parental home, never left 2 months;50;Female;1998;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;14;4;5;9999999;9999999;61,0
114228;600,0;8;Yes;Socialdemokratiet - The Social democrats;2007;50;Female;1986;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;4;37;37;30000;34000;79,0
114277;330,0;NA;Not eligible to vote;NA;Still in parental home, never left 2 months;NA;Male;2001;Folkeskole 9.-10. klasse;10;7;7;9999999;9999999;33,0
114432;600,0;7;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1987;65;Male;1969;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;4;37;37;28000;9999999;83,0
114447;90,0;7;Not eligible to vote;NA;2012;NA;Male;1991;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;16;37;37;14000;9999999;101,0
114486;270,0;7;Yes;Socialdemokratiet - The Social democrats;2010;30;Female;1991;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;37;37;24000;26000;45,0
114528;NA,0;9;Yes;Alternativet - The Alternative;2013;27;Female;1992;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;20;37;40;35000;9999999;68,0
114533;240,0;9;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1981;NA;Male;1961;Forskeruddannelse. Ph.d., doktor;22;37;47;65000;9999999;63,0
114651;NA,0;5;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1966;65;Male;1946;Folkeskole 6.-8. klasse;12;37;60;9999999;9999999;68,0
114660;180,0;8;Yes;SF Socialistisk Folkeparti - Socialist People's Party;2004;62;Male;1982;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;24;37;43;8;9999999;50,0
114753;10,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1974;60;Female;1955;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;17;37;37;9999999;9999999;52,0
114759;180,0;5;Yes;NA;2017;40;Male;1997;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;4;37;37;24000;9999999;48,0
114770;165,0;8;Yes;Det Radikale Venstre - The Radical Liberal Party;2009;60;Male;1990;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;17;37;37;31200;9999999;50,0
114772;180,0;Most people can be trusted;Yes;Alternativet - The Alternative;1988;50;Male;1965;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;19;37;37;34000;9999999;58,0
114774;15,0;5;Yes;Dansk Folkeparti - Danish People's Party;1967;65;Female;1950;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;30;30;9999999;9999999;42,0
114800;600,0;8;Yes;Det Radikale Venstre - The Radical Liberal Party;1979;70;Female;1962;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;14;37;40;7;0;58,0
114892;244,0;8;Yes;Alternativet - The Alternative;1970;60;Male;1953;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;37;37;9999999;9999999;40,0
114986;0,0;7;Yes;Socialdemokratiet - The Social democrats;1954;65;Male;1936;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;2;37;37;9999999;9999999;55,0
115018;NA,0;8;Yes;Dansk Folkeparti - Danish People's Party;1960;55;Female;1941;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;13;20;20;9999999;9999999;79,0
115063;45,0;9;Yes;Socialdemokratiet - The Social democrats;2000;59;Female;1979;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;18;30;30;30000;40000;73,0
115091;600,0;6;Yes;Alternativet - The Alternative;2008;65;Male;1988;Universitetsbachelor. 1. del af kandidatuddannelse;16;0;50;540000;9999999;58,0
115137;600,0;4;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;2005;Never too young;Male;1988;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;17;37;40;9999999;9999999;38,0
115150;NA,0;7;Yes;Socialdemokratiet - The Social democrats;1991;Never too young;Female;1972;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;16;28;29;23000;9999999;53,0
115170;420,0;8;Yes;Dansk Folkeparti - Danish People's Party;1986;60;Male;1964;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;40;45;37000;9999999;54,0
115208;60,0;5;Yes;Dansk Folkeparti - Danish People's Party;1985;60;Male;1965;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;45;36000;9999999;57,0
115223;NA,0;4;Yes;Socialdemokratiet - The Social democrats;1941;NA;Female;1937;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;35;NA;45;9999999;9999999;146,0
115270;540,0;7;Yes;Det Radikale Venstre - The Radical Liberal Party;1984;50;Female;1970;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;19;37;40;37500;40000;58,0
115468;450,0;5;Yes;NA;1998;60;Male;1979;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;NA;45;28000;9999999;58,0
115488;NA,0;8;Yes;Socialdemokratiet - The Social democrats;1957;65;Male;1940;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;14;37;37;9999999;9999999;37,0
115496;240,0;3;Yes;Dansk Folkeparti - Danish People's Party;1967;60;Female;1951;Folkeskole 6.-8. klasse;8;37;37;9999999;9999999;72,0
115503;60,0;8;Yes;Socialdemokratiet - The Social democrats;1969;NA;Female;1950;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;17;9;15;9999999;9999999;41,0
115579;50,0;9;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;2004;62;Female;1989;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;19;37;39;35000;9999999;69,0
115649;120,0;5;Yes;Dansk Folkeparti - Danish People's Party;1965;64;Female;1945;Folkeskole 6.-8. klasse;8;30;30;9999999;9999999;47,0
115758;180,0;8;Yes;Socialdemokratiet - The Social democrats;1990;65;Male;1974;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;37;39;40000;38000;58,0
115762;240,0;7;Yes;Socialdemokratiet - The Social democrats;2002;Never too young;Male;1982;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;17;37;37;30000;9999999;53,0
115799;60,0;7;Yes;Alternativet - The Alternative;1988;Never too young;Male;1968;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;20;37;37;32500;35000;53,0
115834;210,0;8;Yes;Liberal Alliance - Liberal Alliance;2013;60;Male;1992;Universitetsbachelor. 1. del af kandidatuddannelse;19;15;15;9999999;9999999;48,0
115848;122,0;Most people can be trusted;Yes;Other;2007;NA;Female;1987;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;20;15;20;9999999;9999999;59,0
115857;300,0;7;Yes;Socialdemokratiet - The Social democrats;1974;50;Male;1953;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;20;40;40;9999999;9999999;49,0
115909;NA,0;8;Yes;Dansk Folkeparti - Danish People's Party;1959;45;Male;1945;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;4;37;37;9999999;9999999;51,0
116153;30,0;9;Yes;Socialdemokratiet - The Social democrats;1976;65;Male;1947;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;4;37;37;9999999;9999999;60,0
116201;360,0;7;Not eligible to vote;NA;Still in parental home, never left 2 months;Never too young;Male;1999;Folkeskole 9.-10. klasse;12;0;4;9999999;9999999;52,0
116249;540,0;Most people can be trusted;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;2004;59;Female;1986;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;17;37;37;58000;9999999;38,0
116260;NA,0;9;Yes;Socialdemokratiet - The Social democrats;1978;Never too young;Female;1959;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;3;35;50;30000;35000;63,0
116341;540,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;2010;50;Male;1988;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;18;37;36;40000;35000;58,0
116448;NA,0;5;No;NA;1946;50;Female;1929;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;7;37;45;9999999;9999999;40,0
116473;60,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1945;60;Male;1929;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;12;37;37;9999999;9999999;68,0
116499;122,0;8;Yes;Socialdemokratiet - The Social democrats;1970;40;Male;1946;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;17;35;30;9999999;9999999;66,0
116513;330,0;8;Yes;Socialdemokratiet - The Social democrats;2008;39;Male;1989;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;10;42;55;23000;28000;44,0
116526;10,0;8;Not eligible to vote;NA;1977;40;Female;1957;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;5;24;24;9999999;9999999;73,0
116724;60,0;7;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1999;50;Male;1983;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;13;37;37;20000;26000;59,0
116737;30,0;5;Yes;Socialdemokratiet - The Social democrats;1997;50;Female;1977;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;13;37;37;23000;9999999;53,0
116771;120,0;7;No;NA;2017;40;Male;2002;Folkeskole 9.-10. klasse;9;3;3;1100;9999999;43,0
116955;90,0;Most people can be trusted;Yes;NA;1983;60;Female;1963;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;18;37;37;29000;9999999;83,0
116965;NA,0;5;No;NA;1985;25;Male;1961;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;0;37;37;9999999;9999999;49,0
116972;62,0;Most people can be trusted;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1999;Never too young;Female;1980;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;5;37;37;9999999;9999999;70,0
117007;30,0;5;Yes;NA;1978;65;Female;1960;Universitetsbachelor. 1. del af kandidatuddannelse;21;12;12;0;9999999;99,0
117017;NA,0;5;Yes;Other;1993;50;Female;1976;Other;17;8;20;9999999;9999999;70,0
117030;660,0;9;Yes;Liberal Alliance - Liberal Alliance;1991;59;Female;1973;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;2;32;32;27000;9999999;63,0
117144;540,0;9;Yes;Det Konservative Folkeparti - Conservative People's Party;1994;60;Female;1975;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;18;37;45;60000;65000;62,0
117167;240,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;2016;50;Male;1997;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;16;NA;NA;9999999;9999999;36,0
117218;190,0;6;Not eligible to vote;NA;Still in parental home, never left 2 months;18;Female;2001;Folkeskole 9.-10. klasse;9;NA;NA;9999999;9999999;40,0
117250;150,0;5;Yes;Socialdemokratiet - The Social democrats;2015;30;Female;1995;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;13;NA;6;9999999;9999999;48,0
117251;240,0;4;Not eligible to vote;NA;Still in parental home, never left 2 months;Never too young;Male;2003;Folkeskole 6.-8. klasse;0;NA;NA;9999999;9999999;76,0
117311;90,0;5;Yes;Dansk Folkeparti - Danish People's Party;1977;NA;Female;1954;Folkeskole 6.-8. klasse;0;40;40;9999999;9999999;47,0
117376;180,0;9;Yes;Det Radikale Venstre - The Radical Liberal Party;1989;60;Male;1974;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;37;50;37000;9999999;42,0
117383;450,0;8;Yes;Alternativet - The Alternative;1989;68;Female;1973;Forskeruddannelse. Ph.d., doktor;20;37;40;88000;9999999;56,0
117393;90,0;8;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1991;60;Female;1975;Forskeruddannelse. Ph.d., doktor;21;37;47;70000;9999999;50,0
117489;240,0;8;Yes;Det Radikale Venstre - The Radical Liberal Party;2007;55;Female;1984;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;19;37;0;43000;9999999;70,0
117497;NA,0;8;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1963;65;Male;1945;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;37;37;9999999;9999999;49,0
117538;360,0;7;Yes;NA;1986;58;Female;1969;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;29;32;35;9999999;9999999;82,0
117635;180,0;6;Yes;Socialdemokratiet - The Social democrats;1975;65;Male;1954;Folkeskole 6.-8. klasse;7;37;37;9999999;9999999;53,0
117682;NA,0;5;No;NA;1950;65;Female;1936;Folkeskole 6.-8. klasse;7;20;20;9999999;9999999;63,0
117690;60,0;8;Yes;Socialdemokratiet - The Social democrats;1990;Never too young;Female;1969;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;15;37;45;35000;9999999;48,0
117747;120,0;7;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1953;50;Male;1935;Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann;9;37;37;9999999;9999999;48,0
117813;480,0;8;Yes;Alternativet - The Alternative;2014;65;Female;1993;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;15;15;15;12000;9999999;65,0
117814;60,0;9;Yes;Dansk Folkeparti - Danish People's Party;1984;NA;Male;1965;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;30;30;30000;9999999;85,0
117897;300,0;8;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1990;60;Female;1972;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;16;8;8;9999999;9999999;47,0
117937;240,0;9;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1983;Never too young;Male;1965;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;37;45;32600;9999999;71,0
117958;120,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1990;55;Female;1971;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;19;35;35;27000;35000;45,0
117967;270,0;7;Yes;NA;1998;NA;Female;1979;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;37;19000;21000;68,0
117989;630,0;Most people can be trusted;Yes;Det Radikale Venstre - The Radical Liberal Party;2008;60;Female;1988;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;19;37;45;1;9999999;68,0
